viajero_id,ciudad_origen,destino_preferido,tipo_viaje,canal_reserva,edad,gasto_promedio_cop,frecuencia_anual,noches_promedio,satisfaccion
VCO0857,Manizales,Eje Cafetero,Ecoturismo,App móvil,24,485387,4.3,3.0,3.4
VCO0858,Bucaramanga,Cartagena,Cultural,Agencia tradicional,40,1051953,3.6,6.2,4.4
VCO0859,Medellín,Cartagena,Descanso,Agencia tradicional,44,1624198,2.7,5.8,4.4
VCO0860,Pereira,Amazonas,Aventura,App móvil,21,377148,6.1,3.7,5.0
VCO0861,Medellín,Medellín,Descanso,App móvil,43,2911841,1.2,3.4,4.4
VCO0862,Bogotá,Cartagena,Descanso,Agencia tradicional,28,1086948,1.7,5.6,4.2
VCO0863,Medellín,Eje Cafetero,Descanso,Agencia tradicional,33,837602,1.4,6.2,5.0
VCO0864,Medellín,Cartagena,Gastronómico,Reserva directa,46,1009861,1.7,6.6,4.4
VCO0865,Medellín,Eje Cafetero,Descanso,App móvil,35,700000,1.6,4.7,3.9
VCO0866,Bucaramanga,Santa Marta,Gastronómico,Agencia tradicional,32,1172602,2.6,5.9,4.5
VCO0867,Manizales,Amazonas,Cultural,Recomendación,33,322855,4.8,3.4,5.0
VCO0868,Medellín,Villa de Leyva,Aventura,Recomendación,30,346693,2.8,3.0,3.7
VCO0869,Cali,San Andrés,Gastronómico,Reserva directa,51,2570241,1.8,2.0,4.3
VCO0870,Medellín,Villa de Leyva,Gastronómico,Reserva directa,44,2439219,2.1,2.4,4.6
VCO0871,Manizales,Villa de Leyva,Ecoturismo,Reserva directa,29,396314,3.8,4.9,3.9
VCO0872,Bogotá,Santa Marta,Aventura,App móvil,22,386803,5.2,4.6,4.7
VCO0873,Bogotá,Santa Marta,Descanso,Agencia tradicional,37,1482271,2.3,5.5,4.5
VCO0874,Medellín,San Andrés,Descanso,Reserva directa,31,1357069,2.9,3.1,3.7
VCO0875,Bogotá,Eje Cafetero,Ecoturismo,App móvil,30,295146,3.4,3.1,4.5
VCO0876,Manizales,Amazonas,Aventura,App móvil,35,415623,3.3,5.4,4.0
VCO0877,Barranquilla,Cartagena,Cultural,Agencia tradicional,41,889392,2.6,5.9,4.8
VCO0878,Bucaramanga,Cartagena,Descanso,Agencia tradicional,33,919288,2.3,4.6,4.8
VCO0879,Bogotá,Eje Cafetero,Ecoturismo,App móvil,25,308670,4.7,3.4,4.7
VCO0880,Medellín,Amazonas,Aventura,Reserva directa,18,268139,3.6,3.9,3.3
VCO0881,Pereira,Eje Cafetero,Aventura,App móvil,23,372403,3.9,2.7,3.9
VCO0882,Medellín,Cartagena,Descanso,Agencia tradicional,45,1163350,1.6,5.8,4.2
VCO0883,Bogotá,Eje Cafetero,Cultural,App móvil,23,209921,4.2,3.6,2.8
VCO0884,Medellín,Santa Marta,Ecoturismo,Recomendación,26,335800,5.8,2.7,3.6
VCO0885,Medellín,San Andrés,Descanso,Agencia tradicional,48,3063447,1.5,4.3,4.9
VCO0886,Bogotá,Eje Cafetero,Ecoturismo,App móvil,30,320454,5.5,3.1,4.6
VCO0887,Barranquilla,San Andrés,Descanso,Agencia tradicional,41,1074155,1.9,6.2,5.0
VCO0888,Manizales,Eje Cafetero,Cultural,App móvil,25,284568,3.8,3.5,3.7
VCO0889,Cali,Eje Cafetero,Ecoturismo,App móvil,24,381296,4.3,2.6,4.5
VCO0890,Manizales,Santa Marta,Ecoturismo,Recomendación,26,396542,7.1,3.3,3.3
VCO0891,Medellín,Santa Marta,Descanso,Reserva directa,35,983918,2.5,4.6,4.3
VCO0892,Barranquilla,Cartagena,Gastronómico,Reserva directa,46,2528915,1.0,4.0,4.3
VCO0893,Medellín,Cartagena,Cultural,Agencia tradicional,46,2722330,1.0,3.6,4.8
VCO0894,Medellín,Cartagena,Gastronómico,Agencia tradicional,50,1102168,2.5,4.7,4.1
VCO0895,Medellín,San Andrés,Descanso,App móvil,28,1092404,1.8,6.4,4.2
VCO0896,Bogotá,Santa Marta,Aventura,App móvil,22,237770,3.6,2.4,4.5
VCO0897,Medellín,Eje Cafetero,Ecoturismo,App móvil,24,341348,3.5,4.2,4.5
VCO0898,Bogotá,Cartagena,Gastronómico,App móvil,44,2793580,1.0,3.8,4.2
VCO0899,Cali,Villa de Leyva,Ecoturismo,Recomendación,27,404823,3.8,1.0,4.7
VCO0900,Bogotá,Amazonas,Ecoturismo,Reserva directa,26,462160,5.5,3.3,3.0
VCO0901,Bogotá,Amazonas,Cultural,Reserva directa,29,325769,3.1,1.0,4.3
VCO0902,Medellín,Eje Cafetero,Cultural,Recomendación,25,457687,3.8,3.4,3.8
VCO0903,Medellín,Santa Marta,Ecoturismo,App móvil,27,334535,2.4,3.5,3.7
VCO0904,Bogotá,San Andrés,Descanso,App móvil,43,1399138,2.0,3.9,4.3
VCO0905,Cúcuta,San Andrés,Descanso,Agencia tradicional,42,1023713,1.3,3.5,4.8
VCO0906,Medellín,Cartagena,Gastronómico,Reserva directa,42,2541352,1.7,3.5,4.7
VCO0907,Medellín,Cartagena,Cultural,Reserva directa,44,2105423,1.7,4.0,4.7
VCO0908,Pereira,Eje Cafetero,Ecoturismo,Recomendación,25,334525,5.0,5.0,4.3
VCO0909,Bogotá,Villa de Leyva,Cultural,Reserva directa,31,367471,6.3,1.7,4.2
VCO0910,Manizales,Amazonas,Aventura,Recomendación,29,453109,5.0,2.3,3.7
VCO0911,Medellín,San Andrés,Descanso,App móvil,36,1389502,1.4,6.9,4.4
VCO0912,Medellín,Eje Cafetero,Aventura,Reserva directa,30,244328,2.6,5.3,4.4
VCO0913,Bogotá,Cartagena,Descanso,App móvil,39,1076326,2.3,6.9,3.9
VCO0914,Medellín,Cartagena,Descanso,Agencia tradicional,38,1041021,1.0,4.9,4.5
VCO0915,Bogotá,Santa Marta,Descanso,Agencia tradicional,31,785528,2.6,5.1,4.7
VCO0916,Bogotá,Cartagena,Cultural,Agencia tradicional,39,1230806,1.3,6.6,4.4
VCO0917,Cali,Santa Marta,Cultural,App móvil,28,301320,3.8,3.6,4.8
VCO0918,Cali,Medellín,Gastronómico,Reserva directa,50,2801275,1.7,2.3,4.6
VCO0919,Cali,San Andrés,Cultural,Reserva directa,46,2067192,1.1,5.6,4.2
VCO0920,Cali,Amazonas,Ecoturismo,Recomendación,24,206553,6.4,2.9,4.0
VCO0921,Bogotá,Cartagena,Gastronómico,Reserva directa,38,3086576,1.0,4.6,4.8
VCO0922,Barranquilla,Santa Marta,Descanso,App móvil,44,1427630,1.8,5.3,4.4
VCO0923,Barranquilla,Villa de Leyva,Cultural,Reserva directa,44,1886960,1.6,3.2,4.1
VCO0924,Barranquilla,San Andrés,Cultural,Agencia tradicional,37,2607722,1.1,3.8,4.9
VCO0925,Bogotá,Cartagena,Descanso,Agencia tradicional,38,908248,1.6,4.5,4.4
VCO0926,Cali,Villa de Leyva,Ecoturismo,App móvil,21,358283,4.5,4.6,3.8
VCO0927,Manizales,Eje Cafetero,Cultural,App móvil,23,464492,4.8,3.2,3.6
VCO0928,Bogotá,San Andrés,Cultural,Agencia tradicional,33,1146572,2.3,3.0,4.4
VCO0929,Barranquilla,Cartagena,Gastronómico,Agencia tradicional,44,1288070,1.0,7.2,4.5
VCO0930,Bogotá,Santa Marta,Ecoturismo,App móvil,31,371534,6.4,2.0,4.6
VCO0931,Pereira,Santa Marta,Cultural,Reserva directa,27,332737,5.1,2.7,4.1
VCO0932,Medellín,San Andrés,Descanso,Reserva directa,39,2375285,1.3,2.0,4.9
VCO0933,Bogotá,Cartagena,Gastronómico,Agencia tradicional,35,3000938,1.0,3.8,5.0
VCO0934,Bucaramanga,Cartagena,Gastronómico,App móvil,30,1102085,4.0,4.5,4.4
VCO0935,Manizales,Amazonas,Aventura,App móvil,30,202778,3.8,3.7,4.4
VCO0936,Cali,Villa de Leyva,Cultural,Reserva directa,25,456253,5.2,5.3,4.6
VCO0937,Cali,Eje Cafetero,Aventura,App móvil,28,309656,2.9,3.9,3.6
VCO0938,Medellín,Cartagena,Gastronómico,Reserva directa,37,2484974,1.9,3.3,4.5
VCO0939,Cali,Santa Marta,Aventura,Recomendación,19,208768,5.2,4.6,3.2
VCO0940,Bogotá,Eje Cafetero,Descanso,Agencia tradicional,36,1233297,2.4,5.5,3.9
VCO0941,Bogotá,Eje Cafetero,Ecoturismo,App móvil,27,246841,4.9,3.7,3.1
VCO0942,Barranquilla,Santa Marta,Gastronómico,App móvil,34,1064203,2.0,5.5,4.1
VCO0943,Bucaramanga,Cartagena,Descanso,Agencia tradicional,48,1103885,1.8,3.0,4.3
VCO0944,Medellín,Medellín,Cultural,Reserva directa,44,2348150,1.2,4.4,5.0
VCO0945,Medellín,Amazonas,Cultural,Recomendación,21,345227,5.3,2.8,3.8
VCO0946,Bogotá,Eje Cafetero,Aventura,Reserva directa,32,213866,2.3,3.4,3.8
VCO0947,Medellín,Villa de Leyva,Aventura,App móvil,22,285222,5.1,3.7,4.2
VCO0948,Cali,San Andrés,Descanso,Reserva directa,44,2673705,1.6,2.7,4.2
VCO0949,Cali,Cartagena,Cultural,Reserva directa,37,1929340,2.0,5.5,4.5
VCO0950,Bogotá,Cartagena,Descanso,Agencia tradicional,35,1282956,2.3,3.0,5.0
VCO0951,Medellín,Cartagena,Gastronómico,App móvil,38,1007320,2.3,4.8,3.8
VCO0952,Bogotá,Cartagena,Descanso,Agencia tradicional,38,813586,3.3,3.0,5.0
VCO0953,Cali,Santa Marta,Ecoturismo,App móvil,26,251905,4.5,4.7,3.9
VCO0954,Cali,Cartagena,Descanso,Agencia tradicional,35,1750703,1.2,5.7,4.4
VCO0955,Bogotá,Santa Marta,Descanso,Reserva directa,41,1022228,2.2,5.6,4.3
VCO0956,Medellín,Cartagena,Cultural,Agencia tradicional,41,1168050,2.4,4.6,4.1
VCO0957,Barranquilla,San Andrés,Descanso,Agencia tradicional,33,997167,3.3,4.4,4.6
VCO0958,Medellín,Amazonas,Aventura,App móvil,22,539232,4.4,4.4,3.7
VCO0959,Cali,Santa Marta,Aventura,App móvil,18,234902,5.8,6.0,4.3
VCO0960,Medellín,San Andrés,Descanso,App móvil,42,1202109,2.3,6.3,4.2
VCO0961,Cali,Amazonas,Ecoturismo,Reserva directa,35,159725,5.0,4.3,3.7
VCO0962,Medellín,Santa Marta,Descanso,Reserva directa,39,963953,2.1,4.6,4.9
VCO0963,Medellín,Amazonas,Aventura,App móvil,25,379231,5.3,3.4,5.0
VCO0964,Barranquilla,San Andrés,Gastronómico,App móvil,38,1197205,2.1,6.3,4.3
VCO0965,Medellín,Eje Cafetero,Aventura,Recomendación,26,297637,5.8,3.3,4.6
VCO0966,Cali,Eje Cafetero,Ecoturismo,App móvil,28,186038,5.6,6.0,4.8
VCO0967,Bogotá,Cartagena,Descanso,Agencia tradicional,33,1375802,2.0,6.0,4.8
VCO0968,Manizales,Eje Cafetero,Aventura,Recomendación,30,466434,3.2,4.1,4.1
VCO0969,Bucaramanga,Cartagena,Descanso,App móvil,30,1163567,2.3,5.3,4.0
VCO0970,Bogotá,Cartagena,Descanso,Agencia tradicional,34,1256242,1.1,3.0,4.6
VCO0971,Cúcuta,Eje Cafetero,Gastronómico,App móvil,40,1145398,3.5,4.8,4.5
VCO0972,Bogotá,Medellín,Cultural,Reserva directa,49,2461075,1.8,3.2,4.6
VCO0973,Barranquilla,Cartagena,Gastronómico,Agencia tradicional,36,1256238,2.0,5.5,4.0
VCO0974,Manizales,Amazonas,Aventura,App móvil,28,289006,5.9,3.5,3.9
VCO0975,Manizales,Amazonas,Aventura,App móvil,24,289170,4.7,3.5,4.3
VCO0976,Bogotá,Eje Cafetero,Ecoturismo,App móvil,23,318511,2.9,4.2,4.0
VCO0977,Barranquilla,San Andrés,Gastronómico,Agencia tradicional,36,1018299,2.8,6.5,3.9
VCO0978,Cali,Eje Cafetero,Cultural,App móvil,32,245026,3.1,3.1,4.9
VCO0979,Bogotá,Cartagena,Gastronómico,Agencia tradicional,37,876565,2.5,6.1,4.7
VCO0980,Bogotá,San Andrés,Gastronómico,Agencia tradicional,40,1269262,1.8,8.0,4.6
VCO0981,Medellín,Santa Marta,Aventura,App móvil,26,262076,3.1,3.7,4.2
VCO0982,Bogotá,Villa de Leyva,Gastronómico,Agencia tradicional,47,2649624,1.1,5.0,4.8
VCO0983,Bogotá,Santa Marta,Cultural,Recomendación,26,281720,2.9,3.0,3.1
VCO0984,Manizales,Santa Marta,Aventura,Reserva directa,26,296445,6.1,4.3,3.8
VCO0985,Barranquilla,San Andrés,Cultural,Agencia tradicional,33,1416900,2.3,4.3,4.9
VCO0986,Medellín,San Andrés,Gastronómico,Reserva directa,32,1194962,3.2,6.0,4.5
VCO0987,Barranquilla,Eje Cafetero,Descanso,Agencia tradicional,39,1325536,2.9,6.6,5.0
VCO0988,Bogotá,Cartagena,Cultural,Reserva directa,39,1532928,1.8,4.7,4.6
VCO0989,Cali,Eje Cafetero,Ecoturismo,Recomendación,25,438498,3.0,1.1,4.1
VCO0990,Cali,Villa de Leyva,Gastronómico,App móvil,45,2585993,1.5,4.0,5.0
VCO0991,Bogotá,San Andrés,Descanso,Agencia tradicional,57,2949370,1.3,7.0,4.1
VCO0992,Bogotá,Cartagena,Cultural,Agencia tradicional,40,1091140,1.1,8.0,4.0
VCO0993,Pereira,Villa de Leyva,Aventura,App móvil,26,290046,3.0,4.0,4.8
VCO0994,Bogotá,Santa Marta,Descanso,App móvil,33,896021,2.4,8.4,4.3
VCO0995,Bogotá,Amazonas,Aventura,App móvil,20,306393,3.3,3.4,4.9
VCO0996,Medellín,Eje Cafetero,Aventura,Recomendación,23,495340,5.8,3.5,4.7
VCO0997,Medellín,Medellín,Gastronómico,Reserva directa,44,2742777,2.4,2.7,4.7
VCO0998,Bogotá,Amazonas,Aventura,Recomendación,24,472892,4.3,2.9,3.6
VCO0999,Medellín,San Andrés,Cultural,App móvil,42,3021933,2.0,4.6,4.8
VCO1000,Bogotá,Eje Cafetero,Cultural,Agencia tradicional,49,1047611,2.5,5.4,4.4
VCO1001,Bogotá,Amazonas,Aventura,Recomendación,21,416652,6.1,4.4,4.3
VCO1002,Cúcuta,Cartagena,Descanso,Reserva directa,34,1375565,2.1,8.5,4.4
VCO1003,Cali,Cartagena,Cultural,Reserva directa,43,2362006,1.5,3.2,5.0
VCO1004,Medellín,Cartagena,Cultural,Agencia tradicional,39,1195593,1.9,4.2,4.5
VCO1005,Barranquilla,Villa de Leyva,Gastronómico,Agencia tradicional,48,2263249,1.0,2.6,4.9
VCO1006,Medellín,Santa Marta,Descanso,Agencia tradicional,31,1798562,1.7,5.2,3.9
VCO1007,Barranquilla,Eje Cafetero,Gastronómico,App móvil,41,1549171,2.2,4.0,4.6
VCO1008,Cali,Cartagena,Gastronómico,Agencia tradicional,43,2346966,1.7,4.8,4.2
VCO1009,Manizales,Amazonas,Ecoturismo,Recomendación,25,380859,4.4,4.7,4.1
VCO1010,Bogotá,Santa Marta,Descanso,Reserva directa,39,1177281,1.0,6.0,4.2
VCO1011,Cali,Eje Cafetero,Ecoturismo,App móvil,29,369270,5.6,3.0,4.2
VCO1012,Medellín,Cartagena,Descanso,App móvil,36,2655369,2.1,4.8,4.8
VCO1013,Cali,Villa de Leyva,Descanso,App móvil,41,2089099,2.0,5.5,4.8
VCO1014,Bogotá,Eje Cafetero,Cultural,App móvil,26,359942,4.1,1.6,4.6
VCO1015,Bucaramanga,Cartagena,Gastronómico,Agencia tradicional,37,1105848,1.0,4.3,4.8
VCO1016,Bogotá,Medellín,Gastronómico,Reserva directa,54,3093856,1.0,4.1,4.4
VCO1017,Medellín,Eje Cafetero,Aventura,App móvil,19,352438,4.8,3.1,4.0
VCO1018,Bogotá,San Andrés,Descanso,Agencia tradicional,37,1505666,2.4,3.0,3.9
VCO1019,Medellín,Villa de Leyva,Gastronómico,App móvil,43,2613564,1.0,3.6,4.5
VCO1020,Medellín,Villa de Leyva,Cultural,Recomendación,26,306016,4.7,3.5,3.6
VCO1021,Cúcuta,Santa Marta,Descanso,App móvil,32,700000,2.4,3.0,3.6
VCO1022,Pereira,Villa de Leyva,Ecoturismo,Reserva directa,24,371444,4.0,4.0,4.4
VCO1023,Cali,Cartagena,Cultural,Agencia tradicional,42,2895091,1.3,3.6,4.1
VCO1024,Bogotá,Villa de Leyva,Cultural,Agencia tradicional,46,2189757,1.1,4.5,4.4
VCO1025,Cali,Medellín,Gastronómico,Agencia tradicional,50,2188077,1.6,4.0,4.8
VCO1026,Medellín,Santa Marta,Descanso,Reserva directa,33,934747,3.2,4.2,4.6
VCO1027,Bogotá,San Andrés,Cultural,App móvil,41,1746806,1.6,3.8,5.0
VCO1028,Medellín,Cartagena,Cultural,Agencia tradicional,45,1890560,1.3,3.9,4.9
VCO1029,Manizales,Amazonas,Cultural,Recomendación,24,209564,5.5,3.8,3.7
VCO1030,Bogotá,Villa de Leyva,Cultural,Agencia tradicional,54,2617313,1.0,3.8,5.0
VCO1031,Bogotá,Amazonas,Aventura,App móvil,19,387851,4.3,4.3,3.9
VCO1032,Bogotá,San Andrés,Cultural,Reserva directa,42,1117994,2.2,5.9,4.8
VCO1033,Medellín,Santa Marta,Cultural,Reserva directa,34,330975,4.2,3.3,4.0
VCO1034,Manizales,Amazonas,Aventura,Recomendación,20,387314,3.8,4.1,3.2
VCO1035,Cali,Villa de Leyva,Aventura,Reserva directa,26,391655,4.1,3.2,5.0
VCO1036,Bucaramanga,Santa Marta,Descanso,App móvil,36,1399643,2.9,5.6,3.6
VCO1037,Medellín,Eje Cafetero,Cultural,Recomendación,27,429764,2.2,3.4,4.2
VCO1038,Bucaramanga,Cartagena,Cultural,Agencia tradicional,39,1615468,2.0,7.9,4.6
VCO1039,Cali,Santa Marta,Aventura,App móvil,23,259612,5.1,4.7,2.9
VCO1040,Bogotá,Amazonas,Ecoturismo,Reserva directa,27,284093,4.4,2.5,3.8
VCO1041,Medellín,San Andrés,Descanso,App móvil,43,700000,2.0,5.9,4.2
VCO1042,Bogotá,Medellín,Cultural,Reserva directa,40,2678681,1.5,5.6,4.6
VCO1043,Bogotá,Eje Cafetero,Aventura,App móvil,28,172417,3.7,2.6,4.0
VCO1044,Barranquilla,Cartagena,Descanso,Agencia tradicional,33,1039703,1.6,5.5,5.0
VCO1045,Cali,Cartagena,Gastronómico,App móvil,58,2716969,2.1,2.8,4.6
VCO1046,Bogotá,Cartagena,Cultural,App móvil,39,1110671,2.8,5.3,4.2
VCO1047,Medellín,Eje Cafetero,Cultural,App móvil,31,316926,5.0,2.4,4.1
VCO1048,Medellín,Amazonas,Ecoturismo,App móvil,27,352591,3.8,2.8,3.4
VCO1049,Medellín,Medellín,Descanso,Agencia tradicional,37,1962028,1.0,2.7,4.5
VCO1050,Medellín,Eje Cafetero,Aventura,App móvil,25,326763,6.5,2.1,3.3
VCO1051,Medellín,San Andrés,Gastronómico,Reserva directa,44,2081231,1.3,4.6,4.6
VCO1052,Medellín,Santa Marta,Descanso,Agencia tradicional,31,1328308,2.7,5.4,4.5
VCO1053,Medellín,Cartagena,Gastronómico,Reserva directa,42,1986108,2.0,3.3,5.0
VCO1054,Bogotá,San Andrés,Cultural,Agencia tradicional,46,2367590,1.3,6.4,5.0
VCO1055,Barranquilla,Medellín,Gastronómico,Agencia tradicional,46,2681881,1.8,4.1,4.9
VCO1056,Manizales,Santa Marta,Aventura,Recomendación,27,386865,5.8,2.7,3.7
VCO1057,Barranquilla,Cartagena,Cultural,Reserva directa,45,2603555,1.4,3.7,4.8
VCO1058,Bogotá,Eje Cafetero,Descanso,Agencia tradicional,49,790512,1.1,6.5,3.8
VCO1059,Medellín,San Andrés,Descanso,Reserva directa,37,1155854,3.5,5.2,4.0
VCO1060,Barranquilla,Cartagena,Cultural,App móvil,37,933464,1.4,3.8,4.7
VCO1061,Bogotá,Cartagena,Cultural,Reserva directa,54,2370152,1.8,4.6,4.9
VCO1062,Cali,Medellín,Descanso,Agencia tradicional,44,2595092,1.9,3.4,4.6
VCO1063,Medellín,Cartagena,Cultural,App móvil,42,2541231,1.9,3.3,4.6
VCO1064,Bogotá,Santa Marta,Gastronómico,Agencia tradicional,29,1289886,2.1,5.9,4.5
VCO1065,Medellín,San Andrés,Gastronómico,Reserva directa,34,1384205,2.6,7.4,4.9
VCO1066,Medellín,Cartagena,Descanso,App móvil,40,1104056,2.8,6.8,4.0
VCO1067,Bogotá,Amazonas,Aventura,Recomendación,31,285392,7.8,4.9,3.8
VCO1068,Medellín,Eje Cafetero,Aventura,App móvil,23,332122,6.3,1.1,3.9
VCO1069,Bogotá,Amazonas,Aventura,App móvil,18,266413,4.2,2.7,3.8
VCO1070,Bogotá,Eje Cafetero,Cultural,Recomendación,30,492713,4.5,3.0,4.6
VCO1071,Manizales,Villa de Leyva,Cultural,App móvil,23,484519,4.9,1.0,4.1
VCO1072,Medellín,Eje Cafetero,Aventura,App móvil,29,279290,3.8,2.1,3.5
VCO1073,Cali,Amazonas,Aventura,App móvil,18,361783,4.7,4.1,3.7
VCO1074,Medellín,Eje Cafetero,Aventura,App móvil,29,295560,4.3,3.5,2.5
VCO1075,Bogotá,Cartagena,Cultural,Agencia tradicional,45,3043047,1.7,2.8,5.0
VCO1076,Medellín,Cartagena,Cultural,Agencia tradicional,37,1357658,2.0,4.6,4.0
VCO1077,Bogotá,San Andrés,Cultural,Agencia tradicional,35,1382815,1.6,3.2,5.0
VCO1078,Medellín,Cartagena,Descanso,App móvil,37,1002590,1.7,6.3,4.6
VCO1079,Cali,Eje Cafetero,Aventura,Recomendación,24,584832,4.7,3.6,4.4
VCO1080,Bogotá,Cartagena,Descanso,Agencia tradicional,49,2662437,1.4,4.1,5.0
VCO1081,Bogotá,Villa de Leyva,Cultural,App móvil,43,2174338,1.2,2.4,4.3
VCO1082,Manizales,Santa Marta,Ecoturismo,App móvil,28,318552,5.9,3.6,3.9
VCO1083,Medellín,San Andrés,Descanso,App móvil,39,1165225,2.9,4.9,5.0
VCO1084,Cali,Cartagena,Descanso,Reserva directa,47,2575176,1.3,4.7,4.7
VCO1085,Medellín,San Andrés,Descanso,Reserva directa,49,2728988,1.7,5.7,4.2
VCO1086,Medellín,San Andrés,Descanso,Agencia tradicional,37,930078,2.1,4.9,4.1
VCO1087,Medellín,San Andrés,Descanso,App móvil,28,1203999,3.5,4.3,4.2
VCO1088,Medellín,Eje Cafetero,Aventura,App móvil,20,391457,4.4,4.4,4.5
VCO1089,Cali,Cartagena,Gastronómico,Agencia tradicional,48,2227170,1.6,4.8,4.7
VCO1090,Manizales,Eje Cafetero,Aventura,Reserva directa,29,335638,4.2,2.9,3.8
VCO1091,Bogotá,San Andrés,Descanso,App móvil,38,2306148,2.6,3.1,4.3
VCO1092,Barranquilla,San Andrés,Descanso,Agencia tradicional,39,988777,3.6,5.3,4.2
VCO1093,Bucaramanga,Santa Marta,Descanso,App móvil,44,823942,1.3,6.4,3.7
VCO1094,Medellín,San Andrés,Descanso,Agencia tradicional,35,994956,2.3,6.0,4.7
VCO1095,Cali,Eje Cafetero,Ecoturismo,App móvil,20,194674,4.1,3.4,3.7
VCO1096,Medellín,Eje Cafetero,Ecoturismo,App móvil,27,159207,5.2,2.6,3.8
VCO1097,Cali,Eje Cafetero,Ecoturismo,Recomendación,29,377689,2.0,3.4,4.3
VCO1098,Medellín,Villa de Leyva,Ecoturismo,App móvil,24,389361,4.5,4.5,5.0
VCO1099,Cali,Cartagena,Cultural,Reserva directa,34,2449334,1.9,3.6,4.4
VCO1100,Bogotá,Amazonas,Cultural,App móvil,26,362647,3.2,4.4,4.4
VCO1101,Cali,Villa de Leyva,Cultural,App móvil,27,415579,3.8,4.2,4.2
VCO1102,Medellín,Cartagena,Cultural,Reserva directa,39,2157023,1.4,4.4,4.8
VCO1103,Bogotá,Cartagena,Cultural,Reserva directa,45,2579286,1.6,2.6,4.7
VCO1104,Bogotá,Cartagena,Gastronómico,App móvil,46,2630103,1.9,2.7,4.7
VCO1105,Bogotá,Cartagena,Cultural,Reserva directa,51,2559419,1.6,5.1,4.2
VCO1106,Manizales,Villa de Leyva,Aventura,Recomendación,30,383089,6.1,3.9,4.3
VCO1107,Barranquilla,San Andrés,Descanso,Agencia tradicional,33,1367296,2.1,7.2,4.3
VCO1108,Bogotá,Villa de Leyva,Descanso,Reserva directa,40,2525416,1.8,5.2,4.8
VCO1109,Bogotá,Cartagena,Descanso,Agencia tradicional,41,1049855,1.9,6.7,4.2
VCO1110,Manizales,Amazonas,Aventura,App móvil,25,299663,6.0,3.3,4.0
VCO1111,Medellín,Cartagena,Cultural,Agencia tradicional,51,1500000,1.3,4.1,4.5
VCO1112,Medellín,Villa de Leyva,Aventura,App móvil,24,352681,3.9,3.3,4.0
VCO1113,Medellín,Eje Cafetero,Aventura,Recomendación,23,172592,3.6,2.7,4.5
VCO1114,Barranquilla,Eje Cafetero,Descanso,Agencia tradicional,34,1122286,2.6,6.4,4.4
VCO1115,Barranquilla,San Andrés,Descanso,Agencia tradicional,29,975224,2.0,5.3,5.0
VCO1116,Cúcuta,Cartagena,Gastronómico,Agencia tradicional,40,1275609,2.3,4.4,4.2
VCO1117,Manizales,Amazonas,Cultural,App móvil,28,419772,6.8,5.2,4.6
VCO1118,Cali,Villa de Leyva,Cultural,Agencia tradicional,36,2566343,1.0,5.2,4.7
VCO1119,Manizales,Amazonas,Aventura,Recomendación,28,415928,5.0,2.5,3.6
VCO1120,Medellín,Villa de Leyva,Ecoturismo,Reserva directa,27,336868,3.3,4.3,4.2
VCO1121,Bogotá,San Andrés,Cultural,App móvil,40,2316929,1.0,3.7,3.9
VCO1122,Medellín,Cartagena,Gastronómico,Reserva directa,47,2928590,2.1,3.5,4.5
VCO1123,Bogotá,San Andrés,Gastronómico,App móvil,50,2056099,1.5,5.2,5.0
VCO1124,Bogotá,Medellín,Cultural,Agencia tradicional,47,2629298,1.2,3.6,4.6
VCO1125,Barranquilla,Santa Marta,Gastronómico,App móvil,40,999184,1.8,6.7,4.7
VCO1126,Barranquilla,Cartagena,Descanso,Reserva directa,35,1388877,2.8,6.0,3.9
VCO1127,Bogotá,Amazonas,Aventura,Recomendación,29,428114,3.9,2.1,4.4
VCO1128,Barranquilla,Cartagena,Gastronómico,Agencia tradicional,33,995248,1.0,4.4,4.2
VCO1129,Cali,Eje Cafetero,Aventura,Reserva directa,23,262086,3.6,2.3,3.7
VCO1130,Cali,Eje Cafetero,Aventura,App móvil,31,404994,6.8,2.3,3.6
VCO1131,Medellín,San Andrés,Descanso,Agencia tradicional,40,1182325,2.4,8.1,4.8
VCO1132,Cúcuta,Cartagena,Descanso,Reserva directa,35,1642137,3.3,7.7,4.9
VCO1133,Bogotá,Santa Marta,Aventura,Recomendación,26,421204,5.9,1.2,4.6
VCO1134,Cali,Eje Cafetero,Aventura,Recomendación,22,301419,6.7,4.1,4.3
VCO1135,Bucaramanga,Santa Marta,Cultural,Reserva directa,38,1376479,3.9,5.2,3.9
VCO1136,Cali,Eje Cafetero,Cultural,App móvil,28,461938,3.0,3.3,3.8
VCO1137,Barranquilla,San Andrés,Gastronómico,App móvil,44,2479396,1.2,3.0,4.6
VCO1138,Bogotá,San Andrés,Gastronómico,Reserva directa,39,1275452,1.7,4.6,4.2
VCO1139,Medellín,Santa Marta,Descanso,App móvil,33,1162554,1.0,3.8,4.7
VCO1140,Barranquilla,Cartagena,Cultural,App móvil,32,1406531,3.2,7.8,4.4
VCO1141,Bogotá,Cartagena,Cultural,App móvil,42,2873524,1.5,3.7,4.9
VCO1142,Manizales,Amazonas,Aventura,App móvil,22,277447,4.5,3.9,4.5
VCO1143,Bucaramanga,San Andrés,Descanso,Agencia tradicional,31,1055686,1.9,5.1,4.0
VCO1144,Bogotá,Cartagena,Gastronómico,Reserva directa,38,1227771,2.2,3.2,4.8
